ID,Title,Price,Image URL,URL
29,ორიგინალი რაიდერ-უეიტის® ტაროს ნაკრები – Original Rider-Waite® Tarot Set,₾139.00,https://onlinetarot.ge/wp-content/uploads/2022/06/logo_appleIcon_logo2_1.png,https://onlinetarot.ge/product/%e1%83%9d%e1%83%a0%e1%83%98%e1%83%92%e1%83%98%e1%83%9c%e1%83%90%e1%83%9a%e1%83%98-%e1%83%a0%e1%83%90%e1%83%98%e1%83%93%e1%83%94%e1%83%a0-%e1%83%a3%e1%83%94%e1%83%98%e1%83%a2%e1%83%98%e1%83%a1/
30,Tarot Of Casanova – ტარო კაზანოვა,₾54.00,https://onlinetarot.ge/wp-content/uploads/2022/01/716f950bfce4b97d0fe7efad09eb6a28-430x430.jpg,https://onlinetarot.ge/product/tarot-of-casanova-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-%e1%83%99%e1%83%90%e1%83%96%e1%83%90%e1%83%9c%e1%83%9d%e1%83%95%e1%83%90/
31,Hush Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2022/01/64db240a90027ae5c2a264847494c916-430x430.jpg,https://onlinetarot.ge/product/hush-tarot/
32,Tarot of Deviant Moon  | პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/logo_appleIcon_logo2_1.png,https://onlinetarot.ge/product/tarot-of-deviant-moon-%e1%83%9e%e1%83%a0%e1%83%94%e1%83%9b%e1%83%98%e1%83%a3%e1%83%9b-%e1%83%ae%e1%83%90%e1%83%a0%e1%83%98%e1%83%a1%e1%83%ae%e1%83%98/
33,Arcanum Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2021/12/7cf34f845cb9cec259d6f309a07357dcb8fec1d8_1024_1024-430x430.jpeg,https://onlinetarot.ge/product/arcanum-tarot/
34,Wizards Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2021/12/856C4B16B0304768E8611EF2162BABAD-1-430x430.jpg,https://onlinetarot.ge/product/wizards-tarot/
35,Teenwitch Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2021/12/download.jpg,https://onlinetarot.ge/product/teenwitch-tarot/
36,Inversion Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2021/12/il_340x270.3367797215_ckb3.jpg,https://onlinetarot.ge/product/inversion-tarot/
37,78 კარის ტარო – Tarot of the 78 Doors | პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/78-%e1%83%99%e1%83%90%e1%83%a0%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-tarot-of-the-78-doors-%e1%83%9e%e1%83%a0%e1%83%94%e1%83%9b%e1%83%98%e1%83%a3%e1%83%9b-%e1%83%ae%e1%83%90/
38,Thelema Tarot – ტარო – თელემა | პრემიუმ ხარისხი,₾139.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%a2%e1%83%94%e1%83%9a%e1%83%94%e1%83%9b%e1%83%90-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
39,Golden Art Nouveau Tarot  | პრემიუმ ხარისხი,₾139.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-golden-art-nouveau/
40,Golden Botticelli Tarot | პრემიუმ ხარისხი,₾139.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%91%e1%83%9d%e1%83%a2%e1%83%98%e1%83%a9%e1%83%94%e1%83%9a%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
41,Mystical Manga Tarot,₾54.00,https://onlinetarot.ge/wp-content/uploads/2021/10/7d3dae12cf1ea787dcad531e9379be72eb02c1c7_original-430x430.jpeg,https://onlinetarot.ge/product/%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-mystical-manga/
42,ახალი ხედვის ტარო – Tarot Of The New Vision | პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/tarot-of-new-vision-%e1%83%9e%e1%83%a0%e1%83%94%e1%83%9b%e1%83%98%e1%83%a3%e1%83%9b-%e1%83%ae%e1%83%90%e1%83%a0%e1%83%98%e1%83%a1%e1%83%ae%e1%83%98/
43,The Golden Dawn Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/10/Hot-The-Golden-Dawn-Tarot-Oracle-Cards-English-Version-For-Family-Deck-Board-Games-Guidance-Divination.jpg_q50-430x430.jpg,https://onlinetarot.ge/product/the-golden-dawn-tarot/
44,ილუმინატების ტარო – Tarot Illuminati | პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%98%e1%83%9a%e1%83%a3%e1%83%9b%e1%83%98%e1%83%9c%e1%83%90%e1%83%a2%e1%83%94%e1%83%91%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-tarot-illuminati-%e1%83%9e%e1%83%a0%e1%83%94/
45,სექსუალური მაგიის ტარო – Tarot of Sexual Magic | პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%a1%e1%83%94%e1%83%a5%e1%83%a1%e1%83%a3%e1%83%90%e1%83%9a%e1%83%a3%e1%83%a0%e1%83%98-%e1%83%9b%e1%83%90%e1%83%92%e1%83%98%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-tarot-of-sexual/
46,მანარა – Manara Erotic Tarot | იტალიური. პრემიუმ ხარისხი,₾99.00,https://onlinetarot.ge/wp-content/uploads/2022/06/images-e1656077258583.png,https://onlinetarot.ge/product/%e1%83%9b%e1%83%90%e1%83%9c%e1%83%90%e1%83%a0%e1%83%90-manara/
47,Fairy Tarot Cards,₾50.00,https://onlinetarot.ge/wp-content/uploads/2021/09/5ec32cc198923d129328a75f-large-430x430.jpg,https://onlinetarot.ge/product/fairy-tarot-cards/
48,The Psychic Tarot Oracle Deck,₾50.00,https://onlinetarot.ge/wp-content/uploads/2021/09/45a23715608391baf89951a790c1db5e-e1631172417689-430x430.jpg,https://onlinetarot.ge/product/the-psychic-tarot-oracle-deck/
49,The Muse Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/08/muse-430x430.jpg,https://onlinetarot.ge/product/the-muse-tarot/
50,Hanson-Roberts Tarot – ჰენსონ-რობერტსის ტარო,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/05/pcdtU0pCSK-HANSON-ROBERTS-TAROT-cover-750x750-1-430x430.jpg,https://onlinetarot.ge/product/hanson-roberts-tarot-%e1%83%b0%e1%83%94%e1%83%9c%e1%83%a1%e1%83%9d%e1%83%9c-%e1%83%a0%e1%83%9d%e1%83%91%e1%83%94%e1%83%a0%e1%83%a2%e1%83%a1%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
51,Mystic Mondays Tarot – მაგიური ორშაბათი,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/05/e01de8d9ed6fe16f9f81c78b20d4e968-430x430.jpg,https://onlinetarot.ge/product/mystic-mondays-tarot-%e1%83%9b%e1%83%90%e1%83%92%e1%83%98%e1%83%a3%e1%83%a0%e1%83%98-%e1%83%9d%e1%83%a0%e1%83%a8%e1%83%90%e1%83%91%e1%83%90%e1%83%97%e1%83%98/
52,სმიტ-ვეიტის ტარო | ასწლოვანი – Smith-Waite Tarot Centennial Edition,₾69.00,https://onlinetarot.ge/wp-content/uploads/2021/02/818ywg2qcJL-1-430x505.jpg,https://onlinetarot.ge/product/%e1%83%a1%e1%83%9b%e1%83%98%e1%83%a2-%e1%83%95%e1%83%94%e1%83%98%e1%83%a2%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
53,Deviant Moon Tarot – დევიანტური მთვარის ტარო,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/02/81hFDRgLzXL-430x463.jpg,https://onlinetarot.ge/product/deviant-moon-tarot-%e1%83%93%e1%83%94%e1%83%95%e1%83%98%e1%83%90%e1%83%9c%e1%83%a2%e1%83%a3%e1%83%a0%e1%83%98-%e1%83%9b%e1%83%97%e1%83%95%e1%83%90%e1%83%a0%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90/
54,Spanish Tarot – ესპანური ტარო,₾75.00,https://onlinetarot.ge/wp-content/uploads/2021/01/0576fa6b40ebc764a740dbd600b833ae63b30a67_original-430x430.jpeg,https://onlinetarot.ge/product/spanish-tarot-%e1%83%94%e1%83%a1%e1%83%9e%e1%83%90%e1%83%9c%e1%83%a3%e1%83%a0%e1%83%98-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
55,Universal Waite Tarot Deck,₾49.00,https://onlinetarot.ge/wp-content/uploads/2021/01/81HYHPtygJL-430x459.jpg,https://onlinetarot.ge/product/%e1%83%a0%e1%83%90%e1%83%98%e1%83%93%e1%83%94%e1%83%a0%e1%83%98%e1%83%a1-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d-%e1%83%a3%e1%83%9c%e1%83%98%e1%83%95/
56,Ethereal Visions Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/Ethereal-Visions-Illuminated-Tarot-Deck-Cards-Game-English-Tarot-Deck-Table-Card-Board-Games-Party-Playing.jpg_q50-430x430.jpg,https://onlinetarot.ge/product/ethereal-visions-tarot/
57,Gilded Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/H863b22b6da2d47289790f16c06dca4edi-430x430.jpg,https://onlinetarot.ge/product/gilded-tarot/
58,Dreams of Gaia Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/Dreams-of-Gaia-Tarot-Cards-Deck-Board-Game-Family-Playing-Cards-Gift-In-Stocks.jpg_q50-430x430.jpg,https://onlinetarot.ge/product/dreams-of-gaia-tarot/
59,Witches Tarot Deck by Ellen Dugan,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/H894966b9ca854ae9b7d578990f6e563fa.jpg_q90-430x430.jpg,https://onlinetarot.ge/product/witches-tarot-deck-by-ellen-dugan/
60,The WildWood Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/Hd799e18d2f33460f8b6e2ffdc9d60cc43-1-430x430.jpg,https://onlinetarot.ge/product/the-wildwood-tarot/
61,VICEVERSA TAROT,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/787f4ba0ee1fc4446861cfcbfebf9f2155a89f15_400_400.jpeg,https://onlinetarot.ge/product/viceversa-tarot/
62,The Essential Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/ce731cf3a7b726a99976bd1fb7e46e1e-430x430.jpg,https://onlinetarot.ge/product/the-essential-tarot/
63,Manara Erotic Tarot – მანარა,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/rBValV9mM4GAQDHgAAk7gxtcTN8920-430x430.jpg,https://onlinetarot.ge/product/%e1%83%9b%e1%83%90%e1%83%9c%e1%83%90%e1%83%a0%e1%83%90-%e1%83%94%e1%83%a0%e1%83%9d%e1%83%a2%e1%83%98%e1%83%99%e1%83%a3%e1%83%9a%e1%83%98-%e1%83%a2%e1%83%90%e1%83%a0%e1%83%9d/
64,Erotic Fantasy Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/12/erot-430x430.jpg,https://onlinetarot.ge/product/erotic-fantasy-tarot/
65,Tarot Del Fuego,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/11/61d7VZD6zjL._AC_UL600_SR600600_-430x430.jpg,https://onlinetarot.ge/product/tarot-del-fuego/
66,Crystal Visions Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/11/crystal-vision-430x430.jpg,https://onlinetarot.ge/product/crystal-visions-tarot/
67,Star Spinner Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/11/star-spinner-430x430.jpg,https://onlinetarot.ge/product/star-spinner-tarot/
68,Green witch tarot deck,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/77765555-430x307.png,https://onlinetarot.ge/product/green-witch-tarot-deck/
69,Santa Muerte Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/9999999999999-430x307.png,https://onlinetarot.ge/product/santa-muerte-tarot/
70,The Steampunk Tarot Deck,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/55666665555555555-430x307.png,https://onlinetarot.ge/product/the-steampunk-tarot-deck/
71,Tarot Of The Cloisters,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/mrgvali99-430x307.png,https://onlinetarot.ge/product/tarot-of-the-cloisters/
72,The Smith-Waite Сentennial Tarot Deck | სმიტ-ვეიტის ასწლოვანი ტაროს დასტა,₾54.00,https://onlinetarot.ge/wp-content/uploads/2020/10/9966-430x307.png,https://onlinetarot.ge/product/smith-waite-tarot-deck/
73,Easy Gilded Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/7799-430x307.png,https://onlinetarot.ge/product/easy-gilded-tarot/
74,Tarot of Sexual Magic,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/0000-430x307.png,https://onlinetarot.ge/product/tarot-of-sexual-magic/
75,Silver WITCHCRAFT Tarot Deck,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/88889999-430x307.png,https://onlinetarot.ge/product/silver-witchcraft-tarot-deck/
76,Everyday Witch Tarot Deck,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/Untitled-0000-430x307.png,https://onlinetarot.ge/product/everyday-witch-tarot-deck/
77,The Light Seer’s Tarot,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/99999-430x307.png,https://onlinetarot.ge/product/the-light-seers-tarot/
78,Tarot Illuminati | ილუმინატების ტარო,₾49.00,https://onlinetarot.ge/wp-content/uploads/2020/10/qwer-430x307.png,https://onlinetarot.ge/product/tarot-illuminati/
